xorg-mkfontscale 1.1.2-1
xorg-server 1.17.2-2
xorg-server-common 1.17.2-2
xorg-setxkbmap 1.3.1-1
xorg-xauth 1.0.9-1
xorg-xinit 1.3.4-2
xorg-xkbcomp 1.3.0-1
xorg-xmessage 1.0.4-2
xorg-xmodmap 1.0.9-1
xorg-xprop 1.2.2-1
xorg-xset 1.2.3-1
xosd 2.2.14-8
xproto 7.0.28-1
xvidcore 1.3.4-1
xz 5.2.1-1
yad 0.28.1-1
yaics-git 20150306-2
yajl 2.1.0-1
yelp 3.16.1-1
yelp-tools 3.16.1-1
yelp-xsl 3.16.1-1
youtube-dl 2015.07.07-1
youtube-viewer 1:3.1.7-1
zenity 3.16.3-1
zip 3.0-6
zita-alsa-pcmi 0.2.0-2
zita-resampler 1.3.0-3
zlib 1.2.8-4
zsh 5.0.8-1
zsync 0.6.2-2
zvbi 0.2.35-1
zziplib 0.13.62-2
